User-ID;first_name;last_name;Location;Age
77079;Efrain;D'Amore;wayne, new jersey, usa;
77082;Adelaida;Christiansen;durango, colorado, usa;21.0
77110;Fallon;Dare;mccomb, mississippi, usa;40.0
77119;Mathew;Hermiston;chicago, illinois, usa;46.0
77126;Jill;Howe;valencia, n/a, spain;33.0
77128;Mohammad;Kassulke;houston, texas, usa;2.0
77144;Timmy;Graham;south seaville, new jersey, usa;63.0
77171;Rodger;Fay;york, north yorkshire, united kingdom;22.0
77181;Lucius;Strosin;louisville, kentucky, usa;33.0
77261;Jamaal;Green;beaverton, oregon, usa;
77263;Reid;Stracke;swindon, england, united kingdom;
77267;Drema;Cronin;orange, california, usa;66.0
77273;Ruthie;Ankunding;golden, colorado,;
77282;Miles;Dickinson;little rock, arkansas, usa;37.0
77307;Sidney;Spinka;pittsburgh, pennsylvania, usa;19.0
77320;Selina;White;portland, oregon, usa;28.0
77332;Toshia;Lueilwitz;greenville, north carolina, usa;58.0
77370;Magali;Johns;jamestown, new york, usa;
77377;Gemma;Swaniawski;middletown, delaware, usa;16.0
77383;Regenia;Jast;ottawa, ontario, canada;25.0
77394;Tommy;Koepp;prague, bohemia, czech republic;
77424;Jennell;Cruickshank;toronto, ontario, canada;29.0
77459;Madlyn;Schmeler;paramount, california, usa;
77461;Miles;Bode;santa cruz, california, usa;20.0
77471;Anderson;Langosh;melbourne, victoria, australia;21.0
77473;Romeo;Walsh;seattle, washington, usa;
77476;Jamie;Flatley;silver spring, maryland, usa;28.0
77480;Karla;Harber;gig harbor, washington, usa;51.0
77491;Randa;Ondricka;washington, dc, usa;25.0
77500;Terrance;Jakubowski;albuquerque, new mexico, usa;
77516;Nikita;Boehm;palm springs, california, usa;35.0
77517;Berry;Morar;azusa, california, usa;38.0
77579;Dena;Braun;new york city, new york, usa;21.0
77585;Ozzie;McKenzie;mesa, arizona, usa;
77679;Kirsten;Ledner;st. louis, missouri, usa;56.0
77715;Neta;Medhurst;chesapeake, virginia, usa;43.0
77724;Arnold;Hartmann;mission viejo, california, usa;43.0
77735;Rick;Dibbert;juneau, alaska, usa;
77747;Beverlee;Ferry;bismarck, missouri, usa;72.0
77766;Virgilio;Vandervort;sultan, washington, usa;
77767;Fredric;Corkery;e. stroudsburg, pennsylvania, usa;44.0
77790;Danille;Franecki;kent bridge, ontario, canada;
77809;Houston;Treutel;atlantic highlands, new jersey, usa;29.0
77811;Tony;Hettinger;lock haven, pennsylvania, usa;
77816;Ezra;Hand;mcminnville, oregon, usa;72.0
77840;Britany;Maggio;plainwell, michigan, usa;27.0
77860;Belen;Conn;charleston, south carolina, usa;33.0
77887;Richard;Gerhold;victoria, british columbia, canada;51.0
77902;Annetta;Kuphal;longmont, colorado, usa;53.0
77906;Kirby;Frami;garden plain, kansas, usa;
77917;Maybell;Luettgen;eau claire, wisconsin, usa;50.0
77940;Eliseo;Medhurst;melaka, melaka, malaysia;
77960;Marianna;Adams;milwaukie, oregon, usa;58.0
77971;Pennie;Howell;east greenbush, new york, usa;60.0
78007;Leo;Hessel;louisville, kentucky, usa;
78015;Jeremiah;Kuvalis;enfield, connecticut, usa;32.0
78053;Harry;Jerde;winnetka, california, usa;
78160;Toney;Leuschke;douglasville, georgia, usa;34.0
78165;Mafalda;Baumbach;bologna, emilia romagna, italy;
78217;Kendrick;Hills;murfreesboro, tennessee, usa;15.0
78229;Wilmer;Adams;camp hill, pennsylvania, usa;
78236;Leandro;Kirlin;conyers, georgia, usa;40.0
78260;Tracey;Boyle;new york, new york, usa;40.0
78262;Christopher;Wisoky;mississauga, ontario, canada;16.0
78286;Jeremiah;Kemmer;hobbs, new mexico, usa;15.0
78300;Brady;Keebler;rego park, new york, usa;33.0
78312;Chris;Stiedemann;columbus, ohio, usa;
78321;Federico;Harvey;hilton head island, south carolina, usa;
78328;Dorthea;Blanda;mount airy, maryland, usa;24.0
78434;Ryan;Boyle;morris, minnesota, usa;23.0
78438;Toshiko;Schneider;belmont, california, usa;19.0
78440;Shawn;Kuphal;houston, texas, usa;52.0
78448;Isidro;Hintz;fairfax, virginia, usa;
78458;Earleen;Kilback;boston, massachusetts, usa;26.0
78471;Vaughn;Swift;wichita, kansas, usa;
78496;Catrice;Bogan;hampton, illinois, usa;
78518;Goldie;Ortiz;kansas city, missouri, usa;
78545;Porter;O'Hara;southaven, mississippi, usa;19.0
78553;Karol;Schimmel;el cajon, california, usa;40.0
78571;Jaime;Lakin;palm bay, florida, usa;44.0
78579;Pete;Johnson;woodstock valley, connecticut, usa;39.0
78590;Adeline;Kihn;parsippnay, new jersey, usa;
78598;Kittie;Windler;larose, louisiana, usa;23.0
78634;Claudia;O'Conner;seattle, washington, usa;
78637;Eloy;Macejkovic;gainesville, florida, usa;16.0
78701;Leanna;Jakubowski;portsmouth, virginia, usa;19.0
78703;Robin;Lemke;dekalb junction, new york, usa;19.0
78719;Myron;O'Conner;blacksburg, virginia, usa;21.0
78722;Tifany;Davis;lakeland, florida, usa;18.0
78733;Willetta;Kunze;dallas, texas, usa;20.0
78736;Latesha;Zemlak;lewistown, pennsylvania, usa;
78754;Gavin;Stroman;dwight, illinois, usa;
78755;Harlan;Ruecker;remscheid, nordrhein-westfalen, germany;53.0
78761;Isaias;Wuckert;heide, schleswig-holstein, germany;34.0
78772;Justine;Heathcote;stuttgart, baden-wuerttemberg, germany;36.0
78774;Jonah;Braun;köln, nordrhein-westfalen, germany;46.0
78777;Lianne;Sauer;seattle, washington, usa;
78778;Alexis;Boehm;portland, oregon, usa;
78783;Bailey;Wiza;chantilly, virginia, usa;49.0
78797;Pok;Larson;leeston, canterbury, new zealand;53.0
78834;Alan;Conroy;honolulu, hawaii, usa;28.0
78841;Sha;Herman;prior lake, minnesota, usa;42.0
78844;Shondra;Jerde;otis, oregon, usa;68.0
78846;Shantel;Morissette;daphne, alabama, usa;58.0
78862;Jennefer;Mitchell;leipzig, sachsen, germany;28.0
78863;Liane;Monahan;montgomery, alabama, usa;
78867;Dottie;Walsh;chicago, illinois, usa;
78901;Keith;Swift;chicago, illinois, usa;31.0
78912;Florencio;Luettgen;tustin, michigan, usa;
78921;Walker;Emmerich;portland, ,;
78935;Jalisa;Reynolds;toronto, ontario, canada;
78941;Richelle;Grady;wien, wien, austria;39.0
78973;Giuseppina;West;amadora, lisboa, portugal;29.0
78991;Inez;Schimmel;perth, western australia, australia;13.0
79009;Amber;Bruen;wellsburg, west virginia, usa;
79041;Jaunita;Keebler;morro bay, california, usa;
79055;Bo;Wilderman;abilene, texas, usa;47.0
79089;Freeda;Barrows;nickerson, kansas, usa;29.0
79110;Cleveland;Cole;louisville, kentucky, usa;
79150;Donovan;Waelchi;oley, pennsylvania, usa;
79153;Mafalda;Goyette;galax, virginia, usa;
79182;Deloras;Keebler;greenville, north carolina, usa;29.0
79186;Alberto;Nader;fairbanks, alaska, usa;37.0
79188;Niesha;Effertz;vanderhoof, ,;51.0
79215;Jessika;Feil;valley center, california, usa;
79266;Evan;Emmerich;lakeland, florida, usa;
79269;Willis;Rogahn;redmond, washington, usa;41.0
79285;Frederic;Rowe;boise, idaho, usa;
79366;Jean;Mitchell;anoka, minnesota, usa;
79372;Conrad;Schulist;n/a, n/a, hong kong;32.0
79380;Sondra;Okuneva;ancaster, ontario, canada;
79422;Roslyn;Bradtke;springfield, virginia, usa;
79430;Michaela;Kuvalis;grinnell, iowa, usa;49.0
79441;Marlon;Roob;spruce grove, alberta, canada;43.0
79470;Rosemary;Barrows;waynesburg, pennsylvania, usa;41.0
79475;Odell;Rippin;childersburg, alabama, usa;37.0
79491;Ezequiel;Kuhn;sherman oaks, california, usa;
79506;Karmen;Dickens;south plainfield, new jersey, usa;55.0
79513;Shayne;Wilderman;williamsville, new york, usa;50.0
79523;Angele;Ledner;thomaston, georgia, usa;22.0
79537;Homer;Kuvalis;offenbach, hessen, germany;34.0
79556;Buford;Hammes;nottingham, england, united kingdom;27.0
79563;Ila;Moore;baton rouge, louisiana, usa;
79650;Lupita;Windler;appleton, wisconsin, usa;
79674;Romeo;Zboncak;rossville, georgia, usa;43.0
79691;Tomasa;Schneider;milano, lombardia, italy;27.0
79709;Treva;Turcotte;brattleboro (temporarily), vermont, usa;51.0
79715;Lorrie;Schiller;summerville, south carolina, usa;
79719;Marcus;Reinger;london, na, united kingdom;
79736;Russel;Klein;sellersville, pennsylvania, usa;26.0
79738;Natosha;Collins;onalaska, wisconsin, usa;52.0
79740;Jefferson;Dach;st. louis, missouri, usa;24.0
79743;Reba;Ortiz;palm springs, california, usa;
79747;Ardelia;MacGyver;woburn, massachusetts, usa;57.0
79754;Kazuko;Weissnat;athens, georgia, usa;58.0
79815;Berry;Boyle;new york, new york, usa;25.0
79821;Arvilla;Bednar;inveraray, scotland, united kingdom;39.0
79852;Chuck;Kling;port coquitlam, british columbia, canada;
79854;Ricardo;Ryan;liverpool, merseyside, united kingdom;29.0
79873;Dionne;Runte;lancaster, pennsylvania, usa;
79921;Francisco;Quigley;maple ridge, british columbia, canada;57.0
79923;Flor;Huels;toronto, ontario, canada;
79939;Theresa;Goyette;darien, wisconsin, usa;31.0
79941;Marcos;Dickinson;lowell, massachusetts, usa;
79942;Ty;Stoltenberg;mackay, queensland, australia;26.0
79950;Salvador;O'Conner;lisboa, lisboa, portugal;27.0
79952;Nathan;Hessel;brisbane, queensland, australia;35.0
79957;Mandy;Nienow;madison, alabama, usa;55.0
79958;Rigoberto;Zemlak;boston, massachusetts, usa;56.0
79977;Dallas;Willms;chesapeake, virginia, usa;35.0
79980;Florentino;Schuppe;savage, minnesota, usa;
79989;Dorothea;Padberg;champaign, illinois, usa;
80028;Joe;Satterfield;chapel hill, north carolina, usa;46.0
80036;Reuben;Brakus;gainesville, florida, usa;29.0
80061;Deetta;Bins;baden, aargau, switzerland;29.0
80071;Giovanni;Okuneva;salt lake city, utah, usa;28.0
80075;Mitchell;MacGyver;münchen, bayern, germany;
80084;Dallas;Sporer;chatsworth, california, usa;
80093;Jaime;Osinski;libano, libano, spain;21.0
80105;Domenic;Keebler;fort worth, texas, usa;39.0
80121;Hans;Schuster;norman, oklahoma, usa;24.0
80157;Marylee;Bailey;bucharest, n/a, romania;19.0
80202;Julius;Greenfelder;olympia, washington, usa;35.0
80203;Austin;Zboncak;olympia, wa, usa;34.0
80214;Terina;Schaefer;fenton, missouri, usa;
80234;Len;Fay;riverdale, illinois, usa;
80238;Arnoldo;Moore;huntsville, alabama, usa;40.0
80266;Reggie;Turner;lich, hessen, germany;42.0
80276;Enedina;Wolff;yucaipa, california, usa;
80301;Len;Streich;rocklin, california, usa;34.0
80327;Brett;Frami;carrboro, north carolina, usa;
80328;Rickie;Donnelly;halifax, nova scotia, canada;44.0
80367;Lamonica;Adams;portland, maine, usa;
80371;Teresita;Daugherty;gold coast, queensland, australia;50.0
80375;Jewel;Waters;ottawa, ontario, canada;
80404;Loyd;Ruecker;santa rosa, california, usa;41.0
80453;Stephan;Boehm;overland park, kansas, usa;24.0
80497;Alison;Bode;chicago, illinois, usa;26.0
80503;Tommie;Emmerich;shaker hts., ohio, usa;27.0
80516;Aurore;Gleichner;columbus, ohio, usa;36.0
80532;Alva;Dooley;riverview, new brunswick, canada;57.0
80538;Norris;Fahey;lisboa, lisboa, portugal;32.0
80555;Manie;Auer;warminster, wiltshire, united kingdom;20.0
80557;Alonzo;Batz;north oaks, ,;18.0
80561;Mary;Hilll;minneapolis, minnesota, usa;48.0
80583;Mollie;Gottlieb;cologne / köln, nordrhein-westfalen, germany;
80603;Doretta;Heidenreich;barcelona, barcelona, spain;31.0
80623;Zachary;Kulas;reno, nevada, usa;
80640;Brad;Johnson;forestville, maryland, usa;
80642;Lila;Harris;st louis, missouri, usa;43.0
80664;Larry;Koepp;truro, massachusetts, usa;
80676;Rocco;Cormier;menlo park, california, usa;
80683;Willy;Heaney;new castle, delaware, usa;27.0
80684;Lewis;McDermott;hillsboro, oregon, usa;
80690;Darrel;Larson;austin, texas, usa;
80692;Luella;Kiehn;bradenton, florida, usa;42.0
80704;Chung;Will;hephzibah, georgia, usa;18.0
80719;Kum;Jones;baytown, texas, usa;27.0
80724;Jenee;Schaden;novato, california, usa;
80735;Dewey;Torp;york, pennsylvania, usa;
80767;Audrie;Hessel;santee, california,;
80776;Lucia;Nienow;portland, oregon, usa;65.0
80781;Carolyn;Kub;hamburg, hamburg, germany;27.0
80795;Stuart;Nikolaus;columbia, south carolina, usa;
80803;Rachell;Russel;paris, ile de france, france;27.0
80810;Corene;Brown;warrensburg, missouri, usa;33.0
80820;Bonnie;Willms;concord, california, usa;
80826;Edwin;Feeney;middleburg, virginia, usa;41.0
80837;Mohamed;Zemlak;fort myers, florida, usa;34.0
80841;Burt;Crist;peachtree city, georgia, usa;51.0
80891;Jarrod;Rippin;madrid, madrid, spain;42.0
80908;Abdul;Torphy;lleida, catalunya, spain;30.0
80929;Elinore;Klein;torrance, california, usa;21.0
80945;Lonnie;Howell;freiburg, baden-württemberg, germany;46.0
80954;Vaughn;Denesik;chicago, illinois, usa;
80996;Inger;Quigley;san diego, california, usa;35.0
81011;Eliseo;Effertz;sacramento, california, usa;35.0
81015;Celinda;Konopelski;saskatoon, saskatchewan, canada;15.0
81020;Aleshia;Tremblay;seattle, washington, usa;47.0
81045;Linwood;Nienow;tigard, oregon, usa;
81064;Asia;Little;colton, california, usa;44.0
81082;Madelaine;Monahan;danbury, connecticut, usa;56.0
81088;Clinton;Steuber;romsey, hampshire, united kingdom;18.0
81100;Royce;McDermott;tucson, arizona, usa;55.0
81103;Bill;Gottlieb;elizabeth city, north carolina, usa;31.0
81121;Janyce;Schamberger;chesterfield, missouri, usa;
81136;Aldo;Johns;prescott, arizona, usa;41.0
81138;Debby;Jacobi;charlottetown, prince edward island, canada;0.0
81153;Edwina;Howell;london, england, united kingdom;27.0
81207;Alia;Ryan;maia, porto, portugal;20.0
81215;Pauletta;Kuhn;grosse pointe farms, michigan, usa;
81216;Josef;Price;lake jackson, texas, usa;
81226;Corliss;Jakubowski;hong kong, n/a, hong kong;45.0
81227;Clara;Shields;glasgow, , united kingdom;20.0
81247;Mckinley;Dicki;estoril, lisbon, portugal;50.0
81263;Dillon;Olson;shanghai, shanghai, china;17.0
81274;Angie;Luettgen;london, england, united kingdom;28.0
81298;Hal;Wilkinson;savannah, georgia, usa;20.0
81311;Tran;Runolfsdottir;anchorage, alaska, usa;42.0
81318;Jim;Considine;cambridge, massachusetts, usa;25.0
81323;Gilbert;Terry;austin, texas, usa;34.0
81324;Bong;Stanton;coxsackie, new york, usa;
81333;Krissy;Block;millis, , usa;
81353;Teisha;Bruen;wichita, kansas, usa;32.0
81360;Shawana;Champlin;brampton, ontario, canada;
81367;Hershel;Blanda;oroville, california, usa;
81368;Floria;Kassulke;mesa, arizona, usa;28.0
81370;Prince;Jenkins;noblesville, indiana, usa;35.0
81394;Nia;Franecki;vancouver, british columbia, canada;
81399;Salina;Luettgen;yellville, arkansas, usa;24.0
81406;Isreal;Dibbert;53757 sankt augustin, nordrhein-westfalen, germany;
81434;Clemmie;Schimmel;boise, idaho, usa;
81456;Val;Stracke;victoria, british columbia, canada;31.0
81459;Marcell;Schiller;ofallon, missouri, usa;
81460;Candie;Crist;sandpoint, idaho, usa;10.0
81484;David;Hoppe;tempe, arizona, usa;21.0
81492;Coralee;Bayer;san antonio, texas, usa;28.0
81531;Carlo;Cormier;olympia, washington, usa;
81560;Benton;Kertzmann;christchurch, canterbury, new zealand;
81564;Shaneka;Lynch;silver spring, maryland, usa;
81576;Kyla;Renner;colbert, ,;
81578;Napoleon;Christiansen;kannapolis, north carolina, usa;32.0
81597;Grady;Heidenreich;wichita, kansas, usa;
81609;Collin;Dicki;carrollton, kentucky, usa;57.0
81611;Aleen;Kautzer;jacksonville, north carolina, usa;45.0
81639;Burma;Hirthe;hughes springs, texas, usa;32.0
81640;Octavio;Ferry;london, england, united kingdom;50.0
81661;Corina;West;santa rosa, ,;
81682;Byron;Padberg;bluffton, south carolina,;36.0
81735;Ashly;Stiedemann;fairlawn, ohio, usa;38.0
81739;Christena;Lebsack;nashville, tennessee, usa;49.0
81741;Jonathon;Gutmann;somerset, massachusetts, usa;19.0
81759;Earline;Simonis;minneapolis, minnesota, usa;29.0
81771;Gaston;Cronin;sacramento, california, usa;37.0
81772;Brenton;Ferry;alexandria, minnesota, usa;
81786;Kelli;Roob;st. louis, missouri, usa;57.0
81828;Jerald;Reichel;houston, texas, usa;25.0
81845;Scotty;Jakubowski;preston, england, united kingdom;34.0
81848;Garret;D'Amore;springfield, illinois, usa;35.0
81854;Marlena;Homenick;palm bay, florida, usa;22.0
81855;Graham;Hyatt;horsham, west sussex, united kingdom;42.0
81862;Jackson;Brown;barnsley, south yorkshire, united kingdom;29.0
81865;Jacquelin;Willms;edmonton, alberta, canada;27.0
81901;Kasey;Miller;portland, oregon, usa;43.0
81924;Timothy;Tromp;boulder, colorado, usa;38.0
81927;Marcellus;Treutel;cincinnati, ohio, usa;17.0
81938;Kandra;Upton;pine grove, louisiana, st. helena;
81950;Lucio;Streich;wien, wien, austria;23.0
81955;Mamie;Johnston;towson, maryland, usa;50.0
81977;Yi;Skiles;minneapolis, minnesota, usa;34.0
81980;Wanetta;Bednar;roanoke, virginia, usa;
82001;Abram;Ratke;west bolton, vermont, usa;
82003;Librada;Deckow;timaru, south canterbury, new zealand;
82006;Albert;Lind;ft mccoy, florida, usa;
82051;Orville;Corkery;fort white, florida, usa;54.0
82052;Wendell;Kovacek;london, england, united kingdom;50.0
82080;Shannon;Runte;new york, new york, usa;44.0
82082;Zackary;Emmerich;sydney, new south wales, australia;32.0
82086;Shea;Batz;cincinnati, ohio, usa;28.0
82101;Lavelle;Conn;rolla, missouri, usa;
82102;Chet;Adams;delta, british columbia, canada;20.0
82114;Lucius;Weber;fair oaks, california, usa;
82123;Norah;Graham;nashville, tennessee, usa;30.0
82131;Claire;Reichert;belfast, northern ireland, united kingdom;26.0
82144;Emanuel;Christiansen;tampa, florida, usa;22.0
82156;Marquerite;Stiedemann;palmetto, florida, usa;
82157;Sherice;Kiehn;flagstaff, arizona, usa;41.0
82159;Keith;Wolf;fair lawn, new jersey, usa;
82164;Coralie;Runolfsdottir;oshawa, ontario, canada;46.0
82192;Le;Boyer;sydney, new south wales, australia;
82234;Makeda;Ortiz;boise, idaho, usa;23.0
82295;Young;Schiller;des moines, washington, usa;45.0
82317;Lorretta;Medhurst;brasilia, distrito federal, brazil;29.0
82359;Boyd;Howe;san francisco, california, usa;75.0
82381;Floy;Goyette;jacksonville, florida, usa;67.0
82391;Joie;Langworth;villa park, illinois, usa;41.0
82398;Willette;Emard;park city, kansas, usa;69.0
82407;Jon;Bartoletti;washington, dc, usa;
82426;Nigel;Pagac;carcavelos, lisboa, portugal;28.0
82431;Clarence;Sanford;pacoima, california, usa;
82445;Justin;Goyette;charlottesville, virginia, usa;56.0
82481;Robbie;Ziemann;panama city, florida, usa;46.0
82491;Courtney;Bergnaum;ft myers, florida, usa;59.0
82497;Leola;Bednar;yulee, florida, usa;47.0
82511;Carmelina;Stoltenberg;firenze, toscana, italy;
82563;Merle;Muller;newmarket, ontario, canada;51.0
82578;Tracey;Williamson;brighton, michigan, usa;
82587;Katherina;Dooley;saskatoon, saskatchewan, canada;
82600;Wilton;Gusikowski;elkhart, indiana, usa;58.0
82608;Gary;Schinner;chicago, illinois, usa;
82612;Benedict;Bauch;edmonton, , canada;
82619;Dwight;Hegmann;portland, oregon, usa;
82653;Sherman;Wyman;abilene, texas, usa;53.0
82657;Joni;Senger;beaverton, oregon, usa;62.0
82671;Joaquin;Smith;orlando, florida, usa;64.0
82673;Armandina;Rowe;new port richey, florida, usa;23.0
82699;Myrtice;Doyle;toronto, ontario, canada;32.0
82767;Sonny;Reinger;scranton, pennsylvania, usa;59.0
82795;Theda;Schowalter;mariposa, california, usa;
82797;Deandre;Beer;jacksonville, florida, usa;27.0
82831;Garland;Goldner;nashville, tennessee, usa;21.0
82839;Danny;Stracke;fort worth, texas, usa;59.0
82842;Sun;Abbott;lansdowne, pennsylvania, usa;
82854;Jacqueline;Klocko;los angeles, california, usa;29.0
82877;Sean;Streich;san diego, california, usa;27.0
82885;Arielle;Donnelly;fairburn, georgia, usa;
82888;Lynne;Sipes;detroit lakes, minnesota, usa;45.0
82893;Earnest;Satterfield;san antonio, texas, usa;40.0
82899;Efrain;Bashirian;baton rouge, louisiana, usa;45.0
82901;Serena;Kozey;sterling, virginia, usa;30.0
82917;Elwood;Stoltenberg;middlesex, vermont, usa;
82926;Trey;Barrows;vista, california, usa;
82928;Jadwiga;Hilll;east greenwich, rhode island, usa;50.0
82942;Sparkle;Purdy;lake forest, california, usa;
82955;Georgia;Barrows;apex, north carolina, usa;
82968;Leonora;Littel;edmonton, alberta, canada;32.0
82974;Shandi;Grimes;north vernon, indiana, usa;35.0
83011;Theressa;Schoen;oakville, ontario, canada;25.0
83034;Stuart;Schaden;fairbanks, alaska, usa;
83040;Stefan;Gutmann;copenhagen, n/a, denmark;
83041;Justina;Ratke;farnborough, england, united kingdom;
83042;Freeman;Weimann;austin, texas, usa;44.0
83049;Aubrey;Carroll;san jose, california, usa;35.0
83069;Willard;Koss;beverley, east yorkshire, united kingdom;
83077;Russell;Wiza;delta, british columbia, canada;
83090;Tiera;Kuvalis;seattle, washington, usa;39.0
83109;Macy;Daugherty;montreal, quebec, canada;
83110;Olympia;Kemmer;wilmington, north carolina, usa;45.0
83116;Bryant;Reichert;cambridge, massachusetts, usa;
83135;Jonah;Fay;auburn, new york, usa;29.0
83156;Emilio;Johnson;richmond, virginia, usa;59.0
83160;Kaycee;Ullrich;oregon city, oregon, usa;65.0
83166;Hilton;Hermann;iowa city, iowa, usa;44.0
83175;Jon;Bergnaum;east bentleigh, victoria, australia;35.0
83186;Hermina;Kuvalis;norfolk, virginia, usa;
83208;Sona;Prosacco;round rock, texas, usa;
83212;Sonny;Howell;chicago, illinois, usa;
83214;Faye;Witting;charlotte, north carolina, usa;
83235;Berneice;Lehner;alsip, illinois, usa;
83239;Tod;Wyman;prince george, british columbia, canada;21.0
83251;Catina;Schmidt;guelph, ontario, canada;26.0
83252;Isaac;Harber;berkeley, california, usa;
83259;Kittie;Jacobson;las cruces, , usa;
83279;Kacy;Treutel;san francisco, california, usa;
83287;Dwana;Kub;tulsa, oklahoma, usa;45.0
83303;Donald;Wilderman;beavercreek, oregon, usa;23.0
83315;Santiago;Gleichner;los angeles, california, usa;26.0
83323;Terrell;Kemmer;denver, colorado, usa;
83349;Erich;White;tucson, arizona, usa;
83363;Kenneth;Dickinson;los angeles, california, usa;34.0
83382;Randolph;Lowe;chapel hill, north carolina, usa;
83383;Concepcion;Schmeler;san diego, california, usa;67.0
83404;Fredda;Kautzer;clinton, mississippi, usa;14.0
83407;Ivonne;Block;oakley, michigan, usa;15.0
83431;Zackary;Schroeder;trenton, ontario, canada;35.0
83443;Lue;Huels;grifton, ,;
83452;Roseanne;Kirlin;folsom, california, usa;26.0
83467;Elyse;Schiller;northridge, california, usa;60.0
83469;Kieth;Rutherford;sterling, virginia, usa;28.0
83490;Lanita;Bosco;crescent city, california, usa;19.0
83493;Jung;Denesik;tacoma, washington, usa;31.0
83496;Donovan;Weber;westfield, new jersey, usa;
83560;Inga;Metz;san diego, california, usa;
83561;Arnoldo;Heathcote;edison, new jersey, usa;41.0
83573;Columbus;Marquardt;aventura, florida, usa;38.0
83579;Marlin;Kemmer;adelaide, south australia, australia;
83584;Antonietta;Pacocha;butler, wisconsin, usa;32.0
83587;Hunter;Hoeger;paramount, california, usa;16.0
83616;Myra;Pfeffer;arlington, washington, usa;54.0
83637;Jimmy;Mills;raleigh, north carolina, usa;57.0
83646;Don;Davis;covington, virginia, usa;34.0
83659;Alfonzo;Rohan;kapolei, hawaii, usa;15.0
83666;Tyesha;Friesen;boone, iowa, usa;33.0
83671;Lashawna;Reichert;iowa city, ,;52.0
83680;Leon;Cormier;nashville, tennessee, usa;27.0
83684;Dino;Waelchi;città di castello, umbria, italy;13.0
83698;Kirstin;Windler;red deer, alberta, canada;62.0
83700;Emogene;Jacobi;painesville township, ohio, usa;27.0
83703;Virgilio;Strosin;bern, bern, switzerland;31.0
83707;Iona;Hessel;north dartmouth, massachusetts, usa;31.0
83743;Lucius;Weber;deal, england, united kingdom;30.0
83749;Tierra;Borer;west valley city, utah, usa;36.0
83775;Anne;Lehner;sunnyvale, california, usa;
83792;Ladonna;Ullrich;phoenix, arizona, usa;
83823;Adrian;Heidenreich;san giovanni valdarno, toscana, italy;
83828;Bill;Bradtke;san rafael, california, usa;
83846;Cherlyn;Spinka;guelph, ontario, canada;26.0
83880;Ward;Kub;jena, thueringen, germany;39.0
83895;Heriberto;DuBuque;napa, california, usa;15.0
83971;Monty;Konopelski;asheville, north carolina, usa;59.0
84004;Steven;Bruen;norwich, norfolk, united kingdom;21.0
84024;Thersa;Barton;abilene, texas, usa;37.0
84050;Concepcion;Kiehn;portland, oregon, usa;
84054;Felipa;Powlowski;connersville, indiana, usa;20.0
84126;Magdalene;Brown;berlin, berlin, germany;40.0
84135;Bob;Kunze;warren, michigan, usa;52.0
84137;Reyes;Will;holualoa, hawaii, usa;
84150;Graciela;Renner;aurora, colorado, usa;
84164;Darcie;Runte;annapolis, maryland, usa;19.0
84174;Scottie;Dickens;madison, wisconsin, usa;27.0
84178;Ileen;Gusikowski;ypsilanti, michigan, usa;44.0
84191;Arnoldo;Macejkovic;fulton, missouri,;
84198;Beaulah;Mann;cincinnati, ohio, usa;49.0
84226;Kennith;Stanton;taos, new mexico, usa;
84229;Elliot;Denesik;köln, nordrhein-westfalen, germany;36.0
84257;Casey;McKenzie;snohomish, washington, usa;57.0
84289;Marlen;Schamberger;alexandria, virginia, usa;22.0
84308;Lucienne;Breitenberg;arnhem, gelderland, netherlands;48.0
84426;Jo;Daniel;cherry, illinois, usa;29.0
84427;Luann;Fritsch;ballwin, missouri, usa;58.0
84452;Marylee;Ondricka;newfield, new york, usa;
84459;Saul;Schneider;san diego, california, usa;
84462;Lyndon;Kovacek;albuquerque, new mexico, usa;30.0
84467;Vertie;Pfannerstill;raleigh, north carolina, usa;
84476;Solange;Pouros;sturgis, michigan, usa;16.0
84523;Denita;Runolfsdottir;apopka, ,;30.0
84527;Elsa;Hudson;sterling, virginia, usa;38.0
84531;Melba;Fritsch;chesapeake, virginia, usa;52.0
84537;Keith;Armstrong;portland, oregon, usa;22.0
84611;Abdul;Howell;fremont, california, usa;
84619;Joye;Wyman;limburgerhof, rheinland-pfalz, germany;44.0
84624;Ling;Ankunding;south bend, indiana, usa;
84627;Shawn;Ruecker;davidson, north carolina, usa;37.0
84635;Wm;Bashirian;campinas, n/a, brazil;36.0
84667;Deandre;Davis;cantley, quebec, canada;65.0
84671;Whitney;Kertzmann;montney, british columbia, canada;43.0
84682;Eve;Dietrich;medford, oregon, usa;43.0
84715;Kellye;Leffler;upland, indiana, usa;22.0
84716;Gwyn;Stoltenberg;auckland, auckland,;44.0
84729;Lucien;Hermann;temple, georgia, usa;55.0
84731;Paul;Reichert;bellevue, washington, usa;
84744;Miguelina;Bins;birmingham, england, united kingdom;
84770;Retha;Steuber;toronto, ontario, canada;
84786;Brooks;Fritsch;seattle, washington, usa;
84795;Dewayne;Howe;alpharetta, ,;
84820;Royce;Hickle;columbus, ohio, usa;
84846;Bee;Weissnat;otto, north carolina, usa;45.0
84854;Rosalyn;Altenwerth;tacoma, washington, usa;38.0
84866;Linnie;Predovic;st albans, england, united kingdom;
84880;Daphine;Satterfield;st louis, missouri, usa;
84882;Nerissa;Brown;woodstock, georgia, usa;
84897;Denver;Bradtke;pleasanton, california, usa;
84900;Craig;Welch;hong kong, hong kong, hong kong;37.0
